Name of the Power Station,Fuel,Producer ,     Installed Capacity,, Capacity,"for Fuel
",for plant. S/D,Shut down (date)/,Start up,Area,,,
rampal1320bifpcl,Coal,NTPC&BPDB,660*2,617,617,,317,Unit-2 Under maint,,Khulna,,,
ghorasalrepowered4,Gas,PDB,1*210,210,180,,180,Gas shortage,,Dhaka,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,95,Gas shortage,,Dhaka,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,108,Gas Shortage.,,Dhaka,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,,170,Gas shortage,,Dhaka,,,
meghnaghat100iel,HFO,NENP,12*8.9,100,100,8,,Fuel shortage,,Dhaka,,,
kodda150,HFO,BPDB-RPCL,9*17.06,149,149,43,,Fuel shortage,,Dhaka,,,
keranigonj300apr,HSD,IPP,256*1.4,300,300,,,Engine problem,,Dhaka,,,
chattogram108ecpv,HFO,IPP,16*7,108,108,16,,Fuel shortage,,Chattogram,,,
titas50peaking,HFO,PDB,6*8.92,52,52,,23,Engine problem,,Cumilla,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,40,Machine problem,,Cumilla,,,
jamalpur115ed,HFO,IPP,9.78*12,115,115,,9,Engine problem,,Mymensingh,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,39,Machine problem,,Sylhet,,,
sylhet50epl,Gas,NENP,27*2,50,50,24,,Gas shortage,,Sylhet,,,
bibiyanaiii400,Gas,PDB,400 MW,400,400,,,Machibe problem,,Sylhet,,,
gopalganj100peaking,HFO,PDB,16*6.98,109,109,,45,Engine problem,,Khulna,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,110,,Low water lavel,,Chattogram,,,
sikalbaha105barakasikalbaha,HFO,IPP,105 MW,105,105,,,Gas shortage,,Chattogram,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,,,Gas shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*75,225,225,,75,Under maint,,Chattogram,,,
kushiara163kp,Gas,IPP,1*109+1*54,163,163,,163,"Gas shortage, ST Under maint.",,Sylhet,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,60,,,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,163,Mach. Prob,,Cumilla,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,50,Machine problem.,,Sylhet,,,
bibiyanaiii400,Gas,PDB,400 MW,400,400,30,,Gas shortage,,Sylhet,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,,DCT ,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,,79,Machine problem,,Chattogram,,,
dohazarikalaish100peaking,HFO,PDB,6*17,102,102,86,,Fuel shortage,,Chattogram,,,
ashuganj420east,Gas,APSCL,284*1+116*1,400,400,60,,Gas shortage,,Cumilla,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,187,,Gas shortae,,Cumilla,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,74,ST under maint.,,Barisal,,,
adanipowerjharkhanda,Coal,Imported power,748*2,1496,1496,966,,Coal shortage,,Rajshahi,,,
rangpur113confidence,HFO,IPP,9*6.984+7*7.015+3.15*2,113,113,38,,Fuel shortage,,Rangpur,,,
rampal1320bifpcl,Coal,NTPC&BPDB,660*2,617,617,127,,Coal Shortage.,,Khulna,,,
barisal307,Coal,IPP,307*1,307,307,0,,,,Barisal,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,85,Machine problem.,,Dhaka,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,35,Engine problem,,Dhaka,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,122,,Gas shortage,,Dhaka,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,175,,Gas shortage,,Dhaka,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,210,, Gas shortage,,Dhaka,,,
aurahati100aggreko,HSD,IPP,0.85*23+0.95*91,100,100,,15,Engine problem,,Dhaka,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,,53,Engine problem,,Chattogram,,,
chattogram108ecpv,HFO,IPP,16*7,108,108,,14,Engine problem,,Chattogram,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,37,,Gas shortage,,Cumilla,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,78,Machine problem.,,Cumilla,,,
fenchugonj51barakatullah,Gas,RPP ,19*2.90,51,51,,46,Gas shortage,,Sylhet,,,
fenchuganj44energyprima,Gas,NENP,12*3.3+5*2,50,50,,25,Gas shortage,,Sylhet,,,
khulna115kpcl2,HFO,NENP,7*17,115,115,,66,Fuel shortage,,Khulna,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,,,HSD running,,Rajshahi,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,54,,Gas shortage,,Rajshahi,,,
ashuganj5,Gas,APSCL,1*150,150,134,44,,Gas shortage,,Cumilla,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,25,,Gas shortage,,Mymensingh,,,
sspoweri,Coal,SS Power ,2*612,1224,1224,,612,Under maint.,,Chattogram,,,
rampal1320bifpcl,Coal,NTPC&BPDB,617*2,1234,1234,634,,Unit-2 S/D due to Coal shortage,,Khulna,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,94,ST Under maint.,,Barisal,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,100,,Gas shortage,,Dhaka,,,
bibiyanasouth400,Gas,PDB,400 MW,383,383,,33,,,Sylhet,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,59,,Gas shortage,,Rajshahi,,,
bagura113confidence2,HFO,IPP,113 MW,113,113,,0,,,Rajshahi,,,
confidencepowerbogura1113,HFO,IPP,6*18.55,113,113,,0,,,Rajshahi,,,
ashuganj55precision,Gas,RPP ,15*4,55,55,0,,,,Cumilla,,,
sspoweri,Coal,SS Power ,2*612,1224,1224,1224,,Coal Shortage.,,Chattogram,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,15,,,,Cumilla,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,154,GT-2 & ST Under maint.,,Barisal,,,
ghorasal5,Gas,PDB,1*210,210,190,,190,,,Dhaka,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,305,305,45,,Gas shortage,,Dhaka,,,
ashuganj450north,Gas,APSCL,1*360,360,360,210,,Gas shortage,,Cumilla,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,63,Engine problem,,Cumilla,,,
jamalpur95powerpac,HFO,IPP,12*8.924,95,95,,5,,,Mymensingh,,,
shahjibazar100g,Gas,PDB,1*100,0,0,,0,Under maint,,Sylhet,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,11,Gas shortage,,Sylhet,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,18,,Gas shortage,,Dhaka,,,
kodda1491summit,HFO,IPP,149,149,149,,16,Engine problem,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,140,,Low water level,,Chattogram,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,225,,Under maint.,,Chattogram,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,13,ST under shut down,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,,120,Engine problem,,Sylhet,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,151,Machine problem,,Sylhet,,,
kodda3002summit,HFO,IPP,18*17.076,300,300,,105,Fuel shortage,,Dhaka,,,
ashuganj51midland,Gas,IPP,6*9.34,51,51,0,,,,Cumilla,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,81,Engine problem,,Cumilla,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,93,,Gas shortage,,Mymensingh,,,
fenchuganj44energyprima,Gas,NENP,12*3.3+5*2,50,50,6,,Gas Shortage,,Sylhet,,,
payra1320,Coal,BCPCL,2*622,1244,1244,,894,Rampal Test,,Barisal,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,365,Gas shortage,,Dhaka,,,
keraniganj100powerpac,HFO,QRPP,8*13.45,100,100,,49,Engine problem,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,71,Engine problem,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,,165,GT-2 S/D ,,Sylhet,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,109,Machine problem.,,Barisal,,,
sikalbahapeakinggt,Gas/HSD,PDB,1*150 ,150,150,,,Under maintenance.,,Chattogram,,,
anwara300ed,HFO,IPP,300 MW,300,300,,,Engine problem,,Chattogram,,,
titas50peaking,HFO,PDB,6*8.92,52,52,,10,,,Cumilla,,,
jamalpur115ed,HFO,IPP,115 MW,115,115,,8,Engine problem,,Mymensingh,,,
madhumati100,HFO,IPP,100 MW,105,105,,19,Engine problem,,Khulna,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,38,Engine problem,,Dhaka,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,52,,,,Dhaka,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,,110,GT-1 Under maint,,Dhaka,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,115,ST under S/D,,Dhaka,,,
meghnaghat104opcl,HFO,IPP,18.5*6,104,104,,34,Engine problem,,Dhaka,,,
patenga50baraka,HFO,IPP,8*6.98,50,50,12,,Fuel shortage,,Chattogram,,,
mirsharai150,Gas/HFO,BPDB-RPCL,18.5*9,0,0,,,,,Chattogram,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,126,,Gas shortage,,Cumilla,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,,27,Engine prolem,,Mymensingh,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,101,ST Under S/D,,Sylhet,,,
rangpur113confidence,HFO,IPP,9*6.984+7*7.015+3.15*2,113,113,29,,Fuel shortage,,Rangpur,,,
rupganj33summit,Gas,"SIPP,REB",4*8.73,33,33,,2,Engine problem,,Dhaka,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,49,,,,Dhaka,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,250,,Gas shortage,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,76,,Low Water Level ,,Chattogram,,,
juldah1001acorn,HFO,NENP,8*13.45,100,100,25,,Fuel shortage,,Chattogram,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,,5,,,Chattogram,,,
ashuganj450north,Gas,APSCL,1*360,360,360,0,,,,Cumilla,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,,50,Engine problem,,Cumilla,,,
tangail22doreen,Gas,"SIPP, PDB",8*2.90,22,22,,4,Gas shortage,,Mymensingh,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,86,ST Sync process.,,Sylhet,,,
gopalganj100peaking,HFO,PDB,16*6.98,109,109,27,,Fuel shortage,,Khulna,,,
chattogram2,Gas,PDB,1*210,210,180,,80,Gas shortage,,Chattogram,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,,0,,,Chattogram,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,,,Umder maint,,Cumilla,,,
ashuganj450north,Gas,APSCL,1*360,360,360,90,,ST S/D due to gas shortage.,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,41,,,Sylhet,,,
bibianaii341summit,Gas,IPP,1*222+1*119,341,341,,341,,,Sylhet,,,
santahar50peaking,HFO,PDB,6*8.7,50,50,,50,Under maint from (5-1-22 to 9-1-22),,Rajshahi,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,96,,Fuel shortage,,Dhaka,,,
meghnaghat104opcl,HFO,IPP,18.5*6,104,104,48,,Fuel shortage,,Dhaka,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,68,,Fuel shortage,,Chattogram,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,30,,Gas shortage,,Cumilla,,,
jangalia33summit,Gas,"SIPP, PDB",4*8.73,33,33,,13,Engine problem,,Cumilla,,,
jamalpur115ed,HFO,IPP,9.78*12,115,115,67,,Fuel shortage,,Mymensingh,,,
sirajgonj2253,Gas/HSD,NWPGCL,1*141,220,220,27,,Gas shortage,,Rajshahi,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,22,,Gas shortage,,Dhaka,,,
rupsha105orionrupsha,HFO,IPP,6*18.445,105,105,,0,Engine problem,2021-08-31 00:00:00,Khulna,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,25,,Fuel shortage,,Chattogram,,,
matarbari2600cpgcl,Coal,CPGCL,2*575,1150,1150,840,,Coal shortage,,Chattogram,,,
barapukuria1,Coal,PDB,1*125,125,85,,21,Machine problem,,Rangpur,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,240,,Gas shortage,,Dhaka,,,
fenchugonj51barakatullah,Gas,RPP ,19*2.90,51,51,51,,,,Sylhet,,,
fenchuganj44energyprima,Gas,RPP,12*3.3+5*2,50,50,45,,,,Sylhet,,,
khulna115kpcl2,HFO,QRPP,7*17,115,115,,15,Engine problem,,Khulna,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,89,,Fuel shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*75,225,225,35,,Gas shortage,,Chattogram,,,
mirsharai150,Gas/HFO,BPDB-RPCL,18.5*9,163,163,13,,Fuel shortage,,Chattogram,,,
shahjibazarg89,Gas,PDB,2*35,70,66,,6,Under maint.,,Sylhet,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,93,Machine problem,,Sylhet,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,9,,,,Chattogram,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,42,,Gas shortage,,Cumilla,,,
bera70peaking,HFO,PDB,9*8.29,71,71,,48,Engine problem,,Rajshahi,,,
ashuganj450north,Gas,APSCL,1*360,360,360,60,,FGMO,,Cumilla,,,
fenilankapower,HFO,IPP,7*18.415+1*9.78,114,114,,26,Engine problem,,Cumilla,,,
bibiyanasouth400,Gas,PDB,400 MW,383,383,,3,FGMO,,Sylhet,,,
rampal1320bifpcl,Coal,NTPC&BPDB,617*2,1234,1234,614,,Unit-2 S/D due to Coal shortage.,,Khulna,,,
sspoweri,Coal,SS Power ,1*612,612,612,,307,Machine problem,,Chattogram,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,30,,,,Cumilla,,,
rampal1320bifpcl,Coal,NTPC&BPDB,660*2,617,617,,67,Machine problem,,Khulna,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,,64,Engine problem,,Chattogram,,,
juldah1001acorn,HFO,NENP,8*13.45,100,100,,40,Engine problem,,Chattogram,,,
ashuganj450south,Gas,APSCL,1*360,360,360,,140,ST Under maint.,,Cumilla,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,,36,Engine problem,,Mymensingh,,,
jamalpur115ed,HFO,IPP,9.78*12,115,115,,20,Engine problem,,Mymensingh,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,114,,,,Rajshahi,,,
barapukuria2753,Coal,PDB,1*275,274,274,114,,Coal Shortage.,,Rangpur,,,
kodda1491summit,HFO,IPP,149,149,149,,19,Engine problem,,Dhaka,,,
fenchugonjphase1,Gas,PDB,2*32+1*33,97,70,,60,Machine problem.,,Sylhet,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,20,,Engine problem,,Dhaka,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,48,,,,Chattogram,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,105,Condenser problem,,Dhaka,,,
ghorasal12,Gas,PDB,2*55,110,85,,,Unit-2 Under maint,,Dhaka,,,
ghorasalrepowered4,Gas,PDB,1*210,210,180,,180,Under maint,27/02/2020,Dhaka,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,170,,Gas shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,,,Under S/D for Project work,,Chattogram,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,149,,Gas shortage,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,,176,GT-2 shut down.,,Sylhet,,,
sylhet150,Gas,PDB,1*142,142,142,,,Under shut down,,Sylhet,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,124, GT-1 under maint.,,Barisal,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,0,,,,Dhaka,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,225,,GT-1 shut down for Gas shortage,,Dhaka,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,183,,Gas shortage,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,172,,GT-2 under shut down for gas shortage,,Sylhet,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,60,,Low water level,,Chattogram,,,
sylhet50epl,Gas,RPP ,27*2,50,50,,8,Engine problem,,Sylhet,,,
keraniganj100powerpac,HFO,QRPP,8*13.45,100,100,,13,Engine problem,,Dhaka,,,
sikalbaha105barakasikalbaha,HFO,IPP,105 MW,105,105,,52,Engine problem,,Chattogram,,,
juldah1001acorn,HFO,QRPP,8*13.45,100,100,,12,Engine problem,,Chattogram,,,
chandpur200deshenergy,HFO,IPP,0,200,200,,115,Engine problem,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,89,ST Under maint.,,Sylhet,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,110,,Gas shortage,,Rajshahi,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,225,,"Unit-2 S/D, Gas shortage",,Dhaka,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,77,,Fuel shortage,,Dhaka,,,
juldah1001acorn,HFO,NENP,8*13.45,100,100,76,,Fuel shortage,,Chattogram,,,
chowmuhani113,HFO,IPP,12*9.78+2*3.1,113,113,56,,Engine problem,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,81,Machine problem,,Sylhet,,,
keraniganj100powerpac,HFO,QRPP,8*13.45,100,100,,35,Engine problem,,Dhaka,,,
meghnaghat104opcl,HFO,IPP,18.5*6,104,104,,9,Engine problem,2021-09-06 00:00:00,Dhaka,,,
ashuganj55precision,Gas,RPP ,15*4,55,55,20,,Gas shortage,,Cumilla,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,,62,Gas shortage,2021-09-01 00:00:00,Mymensingh,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,,53,Engine problem,,Dhaka,,,
manikgonj162mpgl,HFO,IPP,9*18,162,162,62,,Fuel shortage,,Dhaka,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,42,,Fuel shortage,,Chattogram,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,,12,Engine problem,,Chattogram,,,
mirsharai150,HFO,BPDB-RPCL,18.5*9,163,163,,55,Engine problem,,Chattogram,,,
ashuganj450south,Gas,APSCL,1*360,360,360,20,,Gas shortage,,Cumilla,,,
ashuganj55precision,Gas,QRPP,0,55,55,12,,Gas shortage,,Cumilla,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,73,,Gas shortage,,Cumilla,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,11,Engine problem,,Cumilla,,,
tangailpallipowergen22,HFO,IPP,4*6.7,22,22,22,,Engine prblem,,Mymensingh,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,34,Machine problem,,Sylhet,,,
rampal1320bifpcl,Coal,NTPC&BPDB,617*2,1234,1234,234,,Coal shortage,,Khulna,,,
chapainawabganj100peaking,HFO,PDB,12*8.924,104,104,,17,Engine problem,,Rajshahi,,,
siddhirgonjgt12,Gas,EGCB, 2*105,210,210,77,,Gas shortage,,Dhaka,,,
gazipur100,HFO,RPCL,6*17.5,105,105,15,,Fuel shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,,74,ST Under maint,,Chattogram,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,150,,Fuel shortage,,Mymensingh,,,
bholanutanbiddutbd,Gas,IPP,220,220,220,,110,GT-1 under maint.,,Barisal,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,156,,Gas shortage,,Rajshahi,,,
ashuganj195modular,Gas,IPP,20*9.73+1*16,195,195,13,,,,Cumilla,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,75,,ST Under maint.,,Cumilla,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,152,,Gas shortage,,Dhaka,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,,ST shut down,,Barisal,,,
sirajgonj2253,Gas/HSD,NWPGCL,1*141,220,220,,,ST Under maint,,Rajshahi,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,10,,,,Dhaka,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,130,,Gas shortage,,Dhaka,,,
madanganj102summit,HFO,QRPP ,6*17,102,102,,26,Engine problem,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,27,Machine problem,,Cumilla,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,33,Engine problem,,Cumilla,,,
khulna115kpcl2,HFO,QRPP,7*17,115,115,99,,Fuel shortage,,Khulna,,,
bhola225,Gas,PDB,2*63+1*68,194,194,129,,Gas shortage & GT-2 S/D,,Barisal,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,90,,Gas shortage,,Rajshahi,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,8,,,,Dhaka,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,,,GT-1 S/D for gas shortage,,Dhaka,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,305,305,,,Under S/D for gas line maint.,,Dhaka,,,
ashuganj3,Gas,APSCL,1*150,150,135,55,,Gas Shortage,,Cumilla,,,
sylhet20g,Gas,PDB,1*20,20,20,,,Substation maintenance.,,Sylhet,,,
shahjahanulla25,Gas,"SIPP, REB",3*9.34,25,25,,,Substation maintenance.,,Sylhet,,,
sylhet10desh,Gas,RPP ,6*1.95,10,10,,,Substation maintenance.,,Sylhet,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,32,,Fuel shortage,,Dhaka,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,32,,Fuel shortage,,Dhaka,,,
dohazarikalaish100peaking,HFO,PDB,6*17,102,102,,85,Engine problem,,Chattogram,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,54,Under maint.,,Sylhet,,,
shahjibazarg89,Gas,PDB,2*35,70,66,,,GT-1 under S/D due to Gas shortage,,Sylhet,,,
rampal1320bifpcl,Coal,NTPC&BPDB,660*2,617,617,,,#02 Test runnung,,Khulna,,,
adanipowerjharkhanda,Coal,Imported power,748*2,1496,1496,196,,,,Rajshahi,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,94,,Lub Oil problem,,Dhaka,,,
rupganj33summit,Gas,"SIPP,REB",4*8.73,33,33,,16,Engine problem,,Dhaka,,,
chandpur200deshenergy,HFO,IPP,12*18.4,200,200,0,,,,Cumilla,,,
fenilankapower,HFO,IPP,7*18.415+1*9.78,114,114,26,,fuel shortage,,Cumilla,,,
tangailpallipowergen22,HFO,IPP,4*6.7,22,22,,16, Engine prblem,,Mymensingh,,,
bibiyanaiii400,Gas,PDB,285*1+134*1,400,400,,400, Under maint.,,Sylhet,,,
ghorashalregent,Gas,IPP,34*3.35,108,108,28,,Gas shortage,,Dhaka,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,,112,ST under maint. & FGMO,,Dhaka,,,
siddhirgonjgt12,Gas,EGCB, 2*105,210,210,105,,Gas shortage,,Dhaka,,,
mymensinghrpcl210,Gas,IPP,4*35+1*70,210,202,92,,Gas shortage ,,Mymensingh,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,165,Gas shortage,,Dhaka,,,
kodda3002summit,HFO,IPP,18*17.076,300,300,202,,Fuel shortage,,Dhaka,,,
chattogram108ecpv,HFO,IPP,16*7,108,108,98,,Fuel shortage,,Chattogram,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,,65,Engine problem,,Chattogram,,,
ashuganj420east,Gas,APSCL,284*1+116*1,400,400,340,,Gas shortage,,Cumilla,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,95,,Fuel shortage,,Cumilla,,,
bibianaii341summit,Gas,IPP,1*222+1*119,341,341,,341,ST under S/D.,,Sylhet,,,
chapainawabganj100peaking,HFO,PDB,12*8.924,104,104,39,,Fuel shortage,,Rajshahi,,,
bagura113confidence2,HFO,IPP,6*18.55+7.2,113,113,,63,Engine problem,,Rajshahi,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,60,under maint.,,Sylhet,,,
khulna115kpcl2,HFO,NENP,7*17,115,115,91,,Fuel shortage,,Khulna,,,
gopalganj100peaking,HFO,PDB,16*6.98,109,109,31,,Fuel shortage,,Khulna,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,34,,Gas shortage,,Rajshahi,,,
sirajgonj2253,Gas/HSD,NWPGCL,1*141,220,220,87,,Gas shortage,,Rajshahi,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,138,,Gas shortage,,Rajshahi,,,
sylhet50epl,Gas,RPP ,27*2,50,50,25,,Gas shortage,,Sylhet,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,57,ST under maint.,,Cumilla,,,
bheramara360,Gas,NWPGCL,1*278+1*132,410,410,,132,ST under maint,,Khulna,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,68,ST Under maint.,,Barisal,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,80,,Gas shortage,,Rajshahi,,,
ghorasalrepowered3,Gas,PDB,1*210,210,170,,68,Gas shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,62,,Gas shortage,,Chattogram,,,
ashuganj3,Gas,APSCL,1*150,150,135,25,,Gas shortage,,Cumilla,,,
payra1320,Coal,BCPCL,1*622,622,622,,622,Unit-2 Under maint,,Barisal,,,
barapukuria2753,Coal,PDB,1*275,274,274,125,,Coal Shortage,,Rangpur,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,149,,Low water lavel,,Chattogram,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*75,225,225,100,75,ST Under maint,,Chattogram,,,
juldah1003acorn,HFO,IPP,8*13.5,100,100,20,,Fuel shortage,,Chattogram,,,
chattogram108ecpv,HFO,IPP,16*7,108,108,75,,Fuel shortage,,Chattogram,,,
shahjibazar86shahjibazar,Gas,RPP ,32*2.90,86,86,0,,Gas shortage,,Sylhet,,,
bagura113confidence2,HFO,IPP,6*18.55+7.2,113,113,63,,Project work,,Rajshahi,,,
rangpur113confidence,HFO,IPP,9*6.984+7*7.015+3.15*2,113,113,53,,Fuel shortage,,Rangpur,,,
energypacpowerventurethakurgaon,HFO,IPP,115,115,115,0,,Fuel shortage,,Rangpur,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,,335,Under maint,,Dhaka,204.19,,
madanganj102summit,HFO,NENP,6*17,102,102,51,,Fuel shortage,,Dhaka,22.68777777777778,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,145,,Gas shortage,,Dhaka,,,
